,HomeTeam,AwayTeam,BbAvH,BbAvD,BbAvA,FTR,AwayTeamGoals,HomeTeamConceded,AwayTeamConceded,HomeTeamGoals,Weekday
774,Wolves,Brighton,4.0,3.81,1.89,A,1.24,1.23,1.54,1.55,5.0
775,Tottenham,Man United,2.84,3.75,2.37,H,0.8,1.4,1.2,1.8,5.0
776,Man City,Newcastle,1.7,4.07,4.83,H,0.2,0.4,2.2,3.2,5.0
777,Aston Villa,Everton,1.7,3.91,5.0,H,1.4,1.4,1.6,1.4,6.0
778,West Ham,Chelsea,3.66,3.57,2.04,H,1.4,0.8,1.2,0.8,6.0
779,Crystal Palace,Arsenal,5.79,4.06,1.6,A,1.8,1.4,0.8,0.8,0.0
780,Chelsea,Luton,1.29,5.86,10.78,H,1.0,0.6,4.0,1.4,4.0
781,Bournemouth,Tottenham,3.67,3.94,1.95,A,1.6,1.0,1.6,1.0,5.0
782,Arsenal,Fulham,1.23,6.49,13.35,D,1.0,0.6,2.6,1.2,5.0
783,Brentford,Crystal Palace,2.14,3.41,3.57,D,2.0,2.0,0.8,2.0,5.0
784,Everton,Wolves,2.32,3.31,3.24,A,0.0,0.8,1.0,0.8,5.0
785,Man United,Nott'm Forest,1.31,5.79,9.23,H,1.0,1.0,2.0,1.8,5.0
786,Brighton,West Ham,1.53,4.67,5.73,A,0.2,1.0,1.2,4.0,5.0
787,Burnley,Aston Villa,3.36,3.55,2.16,A,1.2,1.0,3.4,0.0,6.0
788,Sheffield United,Man City,16.67,7.51,1.18,A,2.2,1.0,1.6,0.0,6.0
789,Newcastle,Liverpool,2.2,3.9,3.03,A,0.6,1.6,1.8,2.2,6.0
790,Luton,West Ham,4.7,3.94,1.74,A,0.8,1.23,1.0,1.55,0.0
791,Sheffield United,Everton,3.01,3.23,2.5,D,1.4,1.5,2.0,0.5,3.0
792,Brentford,Bournemouth,1.72,4.06,4.67,D,1.0,1.5,3.0,1.5,3.0
793,Burnley,Tottenham,3.83,3.99,1.88,A,1.4,1.6,1.4,0.2,3.0
794,Chelsea,Nott'm Forest,1.38,5.03,8.27,A,1.5,0.6,2.5,1.8,3.0
795,Man City,Fulham,1.15,8.46,17.91,H,1.4,0.4,2.0,2.8,3.0
796,Brighton,Newcastle,2.55,3.87,2.55,H,0.2,2.0,1.8,2.5,3.0
797,Crystal Palace,Wolves,1.95,3.45,4.15,H,0.5,1.4,0.5,0.4,3.0
798,Liverpool,Aston Villa,1.66,4.49,4.57,H,1.6,1.4,3.0,1.8,3.0
799,Arsenal,Man United,1.77,4.04,4.38,H,0.4,1.0,1.4,1.6,3.0
800,Wolves,Liverpool,6.64,4.95,1.45,A,1.0,4.0,2.0,1.0,5.0
801,Aston Villa,Crystal Palace,1.9,3.7,4.07,H,1.8,1.2,0.8,2.2,5.0
802,Fulham,Luton,1.68,3.96,5.18,H,0.5,2.0,3.5,1.2,5.0
803,Man United,Brighton,2.21,3.98,2.96,A,4.0,1.2,1.0,1.8,5.0
804,Tottenham,Sheffield United,1.28,6.1,10.52,H,1.0,1.0,2.0,1.6,5.0
805,West Ham,Man City,6.57,4.67,1.48,A,2.4,0.8,1.4,1.4,5.0
806,Newcastle,Brentford,1.53,4.37,6.12,H,3.0,1.4,0.0,2.2,5.0
807,Bournemouth,Chelsea,4.34,3.96,1.79,D,1.0,1.5,1.4,0.5,6.0
808,Everton,Arsenal,6.07,4.55,1.52,A,1.6,1.0,0.6,0.6,6.0
809,Nott'm Forest,Burnley,2.24,3.51,3.22,D,0.4,1.0,0.8,2.0,0.0
810,Crystal Palace,Fulham,1.95,3.51,4.09,D,1.2,1.4,2.8,1.0,5.0
811,Luton,Wolves,3.3,3.43,2.23,D,1.0,2.0,1.33,1.0,5.0
812,Man City,Nott'm Forest,1.15,8.55,18.11,H,1.33,0.6,1.67,3.4,5.0
813,Brentford,Everton,1.8,3.78,4.49,A,1.4,1.67,2.2,1.67,5.0
814,Burnley,Man United,4.31,4.16,1.75,A,0.6,2.4,1.8,0.6,5.0
815,Arsenal,Tottenham,1.7,4.36,4.5,D,2.0,1.0,1.4,2.2,6.0
816,Brighton,Bournemouth,1.38,5.31,7.58,H,1.5,1.67,2.5,2.67,6.0
817,Chelsea,Aston Villa,1.91,3.85,3.87,A,1.4,0.8,3.6,1.6,6.0
818,Liverpool,West Ham,1.39,5.38,7.19,H,1.2,1.0,1.2,2.2,6.0
819,Sheffield United,Newcastle,7.01,4.78,1.45,A,0.4,1.67,2.2,1.0,6.0
820,Aston Villa,Brighton,2.56,3.92,2.55,H,3.5,0.8,1.0,2.2,5.0
821,Bournemouth,Arsenal,5.77,4.68,1.53,A,1.4,1.0,0.4,0.33,5.0
822,Everton,Luton,1.61,3.94,6.06,A,0.33,1.2,2.67,0.0,5.0
823,Man United,Crystal Palace,1.57,4.3,5.89,A,1.2,1.4,1.2,1.2,5.0
824,Newcastle,Burnley,1.33,5.62,9.22,H,0.6,0.8,0.6,2.0,5.0
825,West Ham,Sheffield United,1.45,4.79,7.1,H,1.0,1.4,2.0,1.4,5.0
826,Wolves,Man City,9.2,5.65,1.33,H,2.6,3.5,0.8,1.0,5.0
827,Tottenham,Liverpool,2.96,4.03,2.21,H,1.6,0.6,2.0,1.2,5.0
828,Nott'm Forest,Brentford,2.81,3.27,2.65,D,1.5,1.0,0.5,1.5,1.0
829,Fulham,Chelsea,3.73,3.49,2.06,A,0.8,1.4,1.4,1.2,4.0
830,Luton,Burnley,2.92,3.18,2.63,A,0.6,1.5,0.8,1.0,4.0
831,Luton,Tottenham,6.46,4.79,1.48,A,2.4,1.67,1.2,1.0,0.0
832,Burnley,Chelsea,4.63,3.92,1.76,A,1.2,2.4,1.4,0.6,0.0
833,Everton,Bournemouth,1.97,3.7,3.81,H,1.33,1.2,2.67,0.2,0.0
834,Fulham,Sheffield United,1.64,3.96,5.69,H,0.67,1.8,2.0,1.0,0.0
835,Man United,Brentford,1.69,4.2,4.78,H,1.33,1.4,0.67,1.2,0.0
836,Crystal Palace,Nott'm Forest,2.24,3.25,3.49,D,1.0,1.0,1.75,1.0,0.0
837,Brighton,Liverpool,3.05,4.01,2.17,D,1.6,1.5,2.2,2.75,3.0
838,West Ham,Newcastle,3.32,3.72,2.13,D,2.0,1.2,1.8,1.6,3.0
839,Wolves,Aston Villa,3.4,3.59,2.14,D,1.2,2.67,3.0,1.33,3.0
840,Arsenal,Man City,2.92,3.49,2.44,H,2.6,1.4,1.2,2.6,3.0
841,Liverpool,Everton,1.36,5.66,8.01,H,1.8,1.2,2.2,2.4,5.0
842,Bournemouth,Wolves,2.41,3.48,2.95,A,1.0,1.75,1.25,0.25,5.0
843,Brentford,Burnley,1.83,3.74,4.4,H,1.0,2.0,0.8,1.5,5.0
844,Man City,Brighton,1.41,5.36,6.83,H,2.67,0.2,2.67,3.2,5.0
845,Newcastle,Crystal Palace,1.46,4.53,7.44,H,1.4,0.6,1.0,2.2,5.0
846,Nott'm Forest,Luton,1.69,3.82,5.33,D,0.75,1.0,2.25,1.33,5.0
847,Chelsea,Arsenal,3.24,3.47,2.26,D,2.0,0.8,0.4,1.4,5.0
848,Sheffield United,Man United,7.27,5.07,1.42,A,0.8,3.25,1.2,0.75,5.0
849,Aston Villa,West Ham,1.9,3.86,3.88,H,1.4,0.6,1.6,2.8,6.0
850,Tottenham,Fulham,1.51,4.7,5.99,H,1.0,0.6,2.2,1.6,0.0
851,Crystal Palace,Tottenham,4.64,3.83,1.79,A,2.4,0.6,1.2,0.8,4.0
852,Chelsea,Brentford,1.65,4.1,5.31,A,1.25,1.0,1.0,1.2,5.0
853,Arsenal,Sheffield United,1.13,9.61,21.6,H,0.75,1.2,2.25,2.0,5.0
854,Bournemouth,Burnley,2.13,3.66,3.38,H,0.8,1.8,1.4,0.4,5.0
855,Wolves,Newcastle,4.26,3.94,1.82,D,2.4,2.25,1.6,1.25,5.0
856,West Ham,Everton,2.15,3.64,3.32,A,1.4,1.6,2.0,1.8,6.0
857,Aston Villa,Luton,1.28,6.19,10.79,H,1.0,0.8,2.2,3.4,6.0
858,Brighton,Fulham,1.56,4.6,5.42,D,0.8,1.6,1.8,2.6,6.0
859,Liverpool,Nott'm Forest,1.27,6.38,10.39,H,0.8,1.0,1.4,2.4,6.0
860,Man United,Man City,4.99,4.04,1.69,A,1.8,1.4,1.0,1.4,6.0
861,Fulham,Man United,3.24,3.61,2.2,A,0.8,1.6,1.2,1.2,1.0
862,Brentford,West Ham,2.08,3.67,3.46,H,1.6,1.6,2.0,1.8,1.0
863,Burnley,Crystal Palace,2.85,3.23,2.63,A,0.8,3.2,1.6,0.8,1.0
864,Everton,Brighton,3.09,3.81,2.2,D,2.25,1.0,2.5,0.8,1.0
865,Man City,Bournemouth,1.1,11.39,26.19,H,1.0,0.4,2.75,2.4,1.0
866,Sheffield United,Wolves,3.83,3.64,1.98,H,1.2,3.0,1.2,0.8,1.0
867,Newcastle,Arsenal,2.82,3.39,2.56,H,1.8,0.6,0.6,2.6,1.0
868,Nott'm Forest,Aston Villa,4.09,3.77,1.89,H,1.2,1.25,2.0,1.5,3.0
869,Luton,Liverpool,11.46,6.8,1.24,D,1.8,1.5,1.4,0.75,3.0
870,Tottenham,Chelsea,2.13,3.73,3.29,A,1.4,0.4,1.4,2.0,6.0
871,Wolves,Tottenham,3.13,3.73,2.21,H,2.4,2.2,1.0,1.4,5.0
872,Arsenal,Burnley,1.19,7.34,15.07,H,0.8,1.0,1.8,2.6,5.0
873,Crystal Palace,Everton,2.44,3.21,3.11,A,1.2,1.0,1.8,0.8,5.0
874,Man United,Luton,1.33,5.6,9.17,H,1.0,2.0,2.0,1.2,5.0
875,Bournemouth,Newcastle,4.67,4.03,1.73,H,2.6,1.8,1.6,0.6,5.0
876,Aston Villa,Fulham,1.59,4.28,5.66,H,0.8,0.8,2.0,4.0,0.0
877,Brighton,Sheffield United,1.24,6.73,11.71,D,0.6,1.6,2.8,2.0,0.0
878,Liverpool,Brentford,1.42,5.16,7.05,H,1.4,0.4,0.8,2.8,0.0
879,West Ham,Nott'm Forest,1.89,3.77,4.09,H,0.6,1.4,1.6,1.6,0.0
880,Chelsea,Man City,4.93,3.83,1.74,D,1.8,1.2,1.0,1.0,0.0
881,Man City,Liverpool,1.75,4.31,4.29,D,1.8,0.6,1.4,3.2,5.0
882,Burnley,West Ham,3.47,3.62,2.1,A,1.8,3.0,2.4,0.8,5.0
883,Luton,Crystal Palace,3.63,3.38,2.13,H,1.0,1.4,1.6,0.8,5.0
884,Newcastle,Chelsea,2.62,3.5,2.68,H,2.2,0.4,1.0,1.8,5.0
885,Nott'm Forest,Brighton,3.22,3.64,2.2,A,2.0,1.0,2.2,1.6,5.0
886,Sheffield United,Bournemouth,3.29,3.53,2.21,A,1.0,3.0,3.4,1.2,5.0
887,Brentford,Arsenal,4.64,3.84,1.77,A,1.6,1.6,0.6,2.0,5.0
888,Tottenham,Aston Villa,2.35,3.89,2.8,A,1.0,1.2,1.4,1.8,6.0
889,Everton,Man United,2.74,3.52,2.56,A,1.0,1.0,1.2,1.0,6.0
890,Fulham,Wolves,2.43,3.34,3.02,H,1.4,1.4,1.4,0.8,0.0
891,Arsenal,Wolves,1.27,5.95,11.58,H,1.6,0.8,2.0,2.8,6.0
892,Brentford,Luton,1.48,4.63,6.88,H,1.0,1.6,1.6,1.8,6.0
893,Burnley,Sheffield United,1.83,3.68,4.55,H,0.6,2.8,2.6,0.8,6.0
894,Nott'm Forest,Everton,2.8,3.35,2.62,A,1.8,1.4,1.4,1.6,6.0
895,Newcastle,Man United,1.94,3.84,3.84,H,1.6,0.2,0.8,2.4,6.0
896,Bournemouth,Aston Villa,3.45,4.0,2.01,D,0.8,1.4,1.4,1.0,6.0
897,Chelsea,Brighton,1.75,4.24,4.37,H,1.8,2.0,2.4,1.2,6.0
898,Liverpool,Fulham,1.26,6.62,10.56,H,0.6,0.2,2.2,2.8,6.0
899,West Ham,Crystal Palace,2.02,3.53,3.84,D,1.0,1.6,1.8,1.6,6.0
900,Man City,Tottenham,1.3,6.18,9.27,D,2.2,0.8,1.4,3.2,6.0
901,Wolves,Burnley,1.89,3.62,4.31,H,0.8,1.6,2.2,1.6,4.0
902,Luton,Arsenal,14.98,6.73,1.21,A,1.6,1.2,0.6,1.0,4.0
903,Brighton,Brentford,1.93,3.91,3.77,H,0.8,1.2,1.4,2.0,0.0
904,Crystal Palace,Bournemouth,2.27,3.45,3.25,A,1.4,1.4,3.0,1.2,0.0
905,Fulham,Nott'm Forest,2.05,3.49,3.78,H,0.6,1.2,1.6,1.4,0.0
906,Sheffield United,Liverpool,13.54,7.67,1.2,A,1.6,3.2,1.4,1.2,0.0
907,Aston Villa,Man City,4.45,4.26,1.73,H,2.2,1.0,1.6,3.8,0.0
908,Man United,Chelsea,2.82,3.65,2.43,H,2.2,1.6,1.2,0.8,0.0
909,Everton,Newcastle,3.13,3.44,2.33,H,2.6,1.4,1.8,1.0,2.0
910,Tottenham,West Ham,1.79,4.22,4.08,A,1.6,1.6,2.4,1.6,2.0
911,Crystal Palace,Liverpool,6.12,4.54,1.52,A,1.4,1.4,1.2,0.6,1.0
912,Brighton,Burnley,1.5,4.69,6.18,D,0.8,1.2,2.0,1.8,1.0
913,Man United,Bournemouth,1.55,4.65,5.54,A,1.4,1.2,2.6,1.0,1.0
914,Sheffield United,Brentford,4.48,3.82,1.8,H,1.0,3.2,1.6,0.8,1.0
915,Wolves,Nott'm Forest,1.87,3.64,4.34,D,0.4,1.0,2.6,1.6,1.0
916,Aston Villa,Arsenal,3.41,3.66,2.11,H,2.2,0.8,1.2,3.4,1.0
917,Everton,Chelsea,3.02,3.59,2.31,H,2.4,1.2,1.6,1.6,3.0
918,Fulham,West Ham,2.39,3.49,2.95,H,1.6,1.2,2.4,2.2,3.0
919,Luton,Man City,18.02,8.94,1.15,A,1.6,1.8,1.6,1.4,3.0
920,Tottenham,Newcastle,2.2,3.84,3.05,H,2.4,1.8,1.8,1.4,3.0
921,Nott'm Forest,Tottenham,4.52,4.13,1.74,A,1.8,1.4,1.6,1.4,4.0
922,Chelsea,Sheffield United,1.24,6.49,12.28,H,0.4,2.2,3.2,1.8,5.0
923,Man City,Crystal Palace,1.18,7.77,16.06,D,1.0,1.2,1.4,2.8,5.0
924,Newcastle,Fulham,1.87,3.91,4.03,H,1.0,0.2,2.0,2.4,5.0
925,Burnley,Everton,3.55,3.45,2.14,A,1.6,1.8,1.0,1.4,5.0
926,Arsenal,Brighton,1.48,4.73,6.5,H,1.6,0.8,2.8,2.6,6.0
927,Brentford,Aston Villa,3.26,3.71,2.16,A,1.2,1.4,1.2,2.0,6.0
928,West Ham,Wolves,2.16,3.55,3.4,H,1.4,1.2,1.8,1.6,6.0
929,Liverpool,Man United,1.32,6.09,8.5,D,1.4,0.8,0.4,3.0,6.0
930,Crystal Palace,Brighton,3.35,3.5,2.18,D,1.4,1.8,2.0,0.8,3.0
931,Aston Villa,Sheffield United,1.24,6.67,11.7,D,0.4,0.6,3.2,2.4,4.0
932,West Ham,Man United,2.61,3.65,2.6,H,1.2,1.2,0.4,1.8,5.0
933,Fulham,Burnley,1.7,3.94,5.01,A,0.6,0.8,2.0,3.2,5.0
934,Luton,Newcastle,5.0,4.23,1.65,H,1.0,1.8,2.6,1.4,5.0
935,Nott'm Forest,Bournemouth,2.76,3.49,2.54,A,1.8,1.6,2.0,1.2,5.0
936,Tottenham,Everton,1.8,4.16,4.08,H,1.4,1.8,0.8,1.8,5.0
937,Liverpool,Arsenal,2.43,3.63,2.83,D,1.4,0.6,1.4,2.4,5.0
938,Wolves,Chelsea,3.73,3.73,1.98,H,2.0,1.0,2.0,1.4,6.0
939,Newcastle,Nott'm Forest,1.51,4.41,6.57,A,0.6,0.2,2.4,2.6,1.0
940,Bournemouth,Fulham,2.22,3.62,3.2,H,1.0,1.8,2.6,1.4,1.0
941,Sheffield United,Luton,2.41,3.32,3.07,A,1.2,1.6,2.0,1.0,1.0
942,Burnley,Liverpool,7.67,5.3,1.39,A,1.6,2.0,1.0,1.4,1.0
943,Man United,Aston Villa,2.63,3.63,2.61,H,1.4,1.6,1.4,1.0,1.0
944,Brentford,Wolves,1.96,3.59,3.97,A,1.2,1.2,2.2,2.0,2.0
945,Chelsea,Crystal Palace,1.7,3.91,5.02,H,1.2,2.0,1.8,2.2,2.0
946,Everton,Man City,5.84,4.17,1.59,A,1.8,0.8,1.4,1.8,2.0
947,Brighton,Tottenham,2.52,3.9,2.57,H,1.8,1.2,1.2,1.4,3.0
948,Arsenal,West Ham,1.35,5.39,8.64,A,1.4,0.4,2.8,2.6,3.0
949,Luton,Chelsea,6.04,4.53,1.53,A,1.4,1.6,2.2,1.6,5.0
950,Aston Villa,Burnley,1.37,5.27,8.15,H,1.0,0.6,1.4,1.8,5.0
951,Crystal Palace,Brentford,2.23,3.33,3.43,H,0.8,2.0,1.6,1.0,5.0
952,Man City,Sheffield United,1.08,12.85,29.4,H,0.4,1.6,2.8,2.8,5.0
953,Wolves,Everton,2.64,3.38,2.74,H,1.6,1.0,0.8,1.6,5.0
954,Nott'm Forest,Man United,3.27,3.68,2.16,H,0.8,1.8,0.6,1.2,5.0
955,Fulham,Arsenal,5.74,4.29,1.57,H,1.2,1.0,1.2,2.6,6.0
956,Tottenham,Bournemouth,1.78,4.33,4.04,H,2.4,2.0,1.8,1.8,6.0
957,Liverpool,Newcastle,1.46,4.88,6.56,H,0.6,0.8,2.4,2.2,0.0
958,West Ham,Brighton,2.47,3.7,2.73,D,1.4,0.8,1.8,1.8,3.0
959,Burnley,Luton,2.03,3.58,3.74,D,1.4,1.6,2.2,1.2,6.0
960,Chelsea,Fulham,1.64,4.24,5.19,H,1.0,1.8,2.8,2.2,5.0
961,Newcastle,Man City,5.5,4.47,1.57,A,2.4,0.8,1.4,2.0,5.0
962,Everton,Aston Villa,2.79,3.62,2.45,D,1.6,1.4,1.8,1.4,6.0
963,Man United,Tottenham,2.2,3.93,3.0,D,2.0,1.8,2.0,1.2,6.0
964,Arsenal,Crystal Palace,1.29,5.74,11.19,H,1.4,0.8,1.4,2.4,5.0
965,Brentford,Nott'm Forest,1.9,3.72,4.06,H,1.2,2.0,2.6,1.6,5.0
966,Sheffield United,West Ham,3.43,3.43,2.18,D,1.6,1.8,2.0,1.2,6.0
967,Bournemouth,Liverpool,4.38,4.37,1.71,A,1.6,1.0,0.6,2.0,6.0
968,Brighton,Wolves,1.65,4.29,4.95,D,1.6,1.2,2.2,1.8,0.0
969,Nott'm Forest,Arsenal,8.12,5.09,1.39,A,1.4,2.0,1.4,1.2,1.0
970,Fulham,Everton,2.45,3.33,3.01,D,1.4,1.0,1.4,3.0,1.0
971,Luton,Brighton,4.34,4.09,1.78,H,1.2,2.0,1.6,1.8,1.0
972,Crystal Palace,Sheffield United,1.64,3.87,5.92,H,0.4,1.8,2.2,1.4,1.0
973,Aston Villa,Newcastle,1.86,4.07,3.92,A,0.6,0.8,2.8,1.8,1.0
974,Man City,Burnley,1.1,11.19,24.13,H,1.2,1.4,1.6,2.8,2.0
975,Tottenham,Brentford,1.67,4.34,4.75,H,0.8,1.4,1.8,2.2,2.0
976,Liverpool,Chelsea,1.58,4.61,5.15,H,1.2,1.2,2.4,2.4,2.0
977,West Ham,Bournemouth,2.43,3.73,2.75,D,2.4,0.6,1.2,1.8,1.0
978,Wolves,Man United,2.7,3.58,2.54,A,0.8,0.6,1.0,1.8,1.0
979,Everton,Tottenham,2.94,3.69,2.34,D,2.0,1.2,2.2,1.2,5.0
980,Brighton,Crystal Palace,1.7,4.07,4.82,H,1.0,1.0,2.4,1.6,5.0
981,Burnley,Fulham,2.94,3.45,2.43,D,0.8,1.4,2.8,1.4,5.0
982,Newcastle,Luton,1.43,4.97,7.02,D,1.2,1.4,2.0,2.2,5.0
983,Sheffield United,Aston Villa,5.1,4.29,1.63,A,1.6,2.0,1.4,1.2,5.0
984,Bournemouth,Nott'm Forest,1.7,4.15,4.65,D,1.6,1.4,2.6,1.8,1.0
985,Chelsea,Wolves,1.63,4.22,5.24,A,1.4,1.4,1.8,2.4,1.0
986,Man United,West Ham,1.66,4.23,4.93,H,1.6,1.6,1.8,1.6,1.0
987,Arsenal,Liverpool,2.25,3.67,3.07,H,2.2,0.8,0.4,2.4,1.0
988,Brentford,Man City,7.17,4.99,1.42,A,2.4,2.0,1.8,1.6,3.0
989,Man City,Everton,1.2,7.36,13.47,H,0.8,1.4,1.0,2.2,2.0
990,Fulham,Bournemouth,2.4,3.58,2.88,H,2.0,0.6,1.2,2.4,2.0
991,Liverpool,Burnley,1.16,8.4,15.8,H,1.2,1.4,1.6,2.6,2.0
992,Luton,Sheffield United,1.77,3.88,4.59,A,0.6,1.8,2.6,2.2,2.0
993,Tottenham,Brighton,1.82,4.31,3.84,H,0.6,1.4,2.0,2.6,2.0
994,Wolves,Brentford,2.12,3.66,3.38,A,0.8,1.2,2.4,2.0,2.0
995,Nott'm Forest,Newcastle,3.3,3.71,2.13,A,1.2,1.8,2.6,1.0,2.0
996,West Ham,Arsenal,5.81,4.38,1.55,A,1.6,0.4,1.6,1.4,5.0
997,Aston Villa,Man United,2.17,3.83,3.11,A,1.0,1.2,1.6,1.4,5.0
998,Crystal Palace,Chelsea,4.2,3.8,1.84,A,1.2,1.6,2.4,1.6,0.0
999,Brentford,Liverpool,5.24,4.52,1.59,A,2.2,2.4,0.8,1.8,5.0
1000,Burnley,Arsenal,9.94,5.73,1.31,A,2.0,1.4,1.0,1.6,5.0
1001,Fulham,Aston Villa,2.94,3.77,2.29,A,2.2,0.8,1.2,2.0,5.0
1002,Newcastle,Bournemouth,1.85,4.16,3.83,D,1.8,2.0,1.8,2.2,5.0
1003,Nott'm Forest,West Ham,2.43,3.51,2.9,H,1.2,2.2,2.2,1.4,5.0
1004,Tottenham,Wolves,1.55,4.75,5.37,A,1.8,1.2,1.6,2.8,5.0
1005,Man City,Chelsea,1.35,5.64,8.22,D,1.6,1.2,2.2,2.4,5.0
1006,Sheffield United,Brighton,4.92,4.3,1.65,A,0.4,2.4,1.8,1.0,6.0
1007,Luton,Man United,4.07,4.09,1.81,A,1.4,1.6,1.6,1.8,6.0
1008,Everton,Crystal Palace,1.73,3.68,5.12,D,1.0,1.0,2.8,1.6,0.0
1009,Man City,Brentford,1.18,8.12,15.16,H,1.2,0.8,1.8,2.0,1.0
1010,Liverpool,Luton,1.2,7.72,13.14,H,1.8,1.0,2.2,2.4,2.0
1011,Aston Villa,Nott'm Forest,1.55,4.54,5.63,H,1.4,1.6,2.2,1.4,5.0
1012,Brighton,Everton,1.84,3.93,4.1,D,0.6,1.0,1.4,2.2,5.0
1013,Crystal Palace,Burnley,2.01,3.46,3.92,H,1.4,1.8,2.0,1.8,5.0
1014,Man United,Fulham,1.58,4.47,5.33,A,1.0,1.6,2.6,2.0,5.0
1015,Bournemouth,Man City,6.96,5.16,1.42,A,2.2,1.4,1.2,1.6,5.0
1016,Arsenal,Newcastle,1.38,5.34,7.53,H,1.8,0.8,2.4,2.4,5.0
1017,Wolves,Sheffield United,1.46,4.69,6.86,H,1.2,1.6,1.8,1.8,6.0
1018,West Ham,Brentford,2.5,3.6,2.73,H,1.0,1.4,1.6,1.2,0.0
1019,Brentford,Chelsea,3.07,3.86,2.19,D,1.8,3.0,2.0,1.4,5.0
1020,Everton,West Ham,2.09,3.57,3.52,A,0.8,1.2,2.4,1.2,5.0
1021,Fulham,Brighton,2.59,3.64,2.62,H,1.4,1.2,1.4,1.2,5.0
1022,Newcastle,Wolves,1.9,3.95,3.8,H,2.0,2.4,1.4,2.4,5.0
1023,Nott'm Forest,Liverpool,5.63,4.67,1.54,A,2.6,1.8,1.0,1.8,5.0
1024,Tottenham,Crystal Palace,1.49,4.66,6.26,H,1.0,1.4,2.8,2.2,5.0
1025,Luton,Aston Villa,4.29,4.3,1.74,A,2.2,1.6,1.0,1.8,5.0
1026,Burnley,Bournemouth,3.72,3.78,1.96,A,1.6,2.4,2.2,0.6,6.0
1027,Man City,Man United,1.27,6.33,10.06,H,1.8,0.4,1.8,1.8,6.0
1028,Sheffield United,Arsenal,16.28,7.82,1.17,A,3.0,3.0,0.8,1.0,2.0
1029,Man United,Everton,1.85,3.89,4.09,H,0.4,1.8,1.6,1.8,1.0
1030,Bournemouth,Sheffield United,1.34,5.51,8.58,D,1.2,1.6,1.6,1.2,1.0
1031,Crystal Palace,Luton,1.78,3.89,4.49,D,2.0,1.4,2.8,2.2,1.0
1032,Wolves,Fulham,2.54,3.45,2.79,H,0.8,1.4,2.0,1.8,1.0
1033,Arsenal,Brentford,1.23,6.84,12.02,H,1.4,0.8,2.2,2.8,1.0
1034,Aston Villa,Tottenham,2.42,4.08,2.62,A,2.2,2.0,2.2,2.0,3.0
1035,Brighton,Nott'm Forest,1.78,4.04,4.25,H,1.8,1.0,2.0,2.0,3.0
1036,West Ham,Burnley,1.67,4.08,4.97,D,1.2,1.8,2.4,1.4,3.0
1037,Liverpool,Man City,2.95,3.83,2.25,D,2.4,1.2,1.0,3.2,3.0
1038,Chelsea,Newcastle,1.94,4.08,3.54,H,1.8,1.4,2.4,2.0,6.0
1039,Bournemouth,Luton,1.5,4.77,6.0,H,2.0,1.6,2.4,1.2,2.0
1040,Burnley,Brentford,3.27,3.66,2.16,H,1.4,2.4,2.0,0.6,5.0
1041,Luton,Nott'm Forest,2.81,3.63,2.42,D,1.6,2.2,2.0,2.0,5.0
1042,Fulham,Tottenham,3.4,3.93,2.01,H,2.4,0.8,1.6,1.8,5.0
1043,West Ham,Aston Villa,2.65,3.73,2.51,D,2.4,2.2,1.2,1.4,6.0
1044,Newcastle,West Ham,1.84,4.16,3.87,H,1.4,2.4,1.6,2.4,5.0
1045,Bournemouth,Everton,2.2,3.61,3.23,H,0.2,2.2,1.6,1.4,5.0
1046,Chelsea,Burnley,1.3,5.96,9.44,D,1.2,1.4,2.8,2.0,5.0
1047,Nott'm Forest,Crystal Palace,2.26,3.36,3.31,D,0.8,1.4,3.0,1.4,5.0
1048,Sheffield United,Fulham,4.64,4.03,1.73,D,1.0,4.2,1.8,0.8,5.0
1049,Tottenham,Luton,1.22,7.47,11.31,H,2.0,1.4,2.8,2.4,5.0
1050,Aston Villa,Wolves,1.64,4.38,4.86,H,2.0,2.6,1.4,1.8,5.0
1051,Brentford,Man United,3.06,3.83,2.2,D,2.0,3.0,2.0,1.6,5.0
1052,Liverpool,Brighton,1.37,5.63,7.37,H,1.2,1.2,1.8,3.2,6.0
1053,Man City,Arsenal,1.92,3.8,3.86,D,4.0,0.6,0.6,2.0,6.0
1054,Newcastle,Everton,2.01,3.82,3.55,D,0.4,2.4,1.4,3.0,6.0
1055,Nott'm Forest,Fulham,2.71,3.49,2.62,H,1.6,1.4,1.8,1.2,6.0
1056,Bournemouth,Crystal Palace,1.99,3.76,3.69,H,0.8,1.6,2.8,1.8,6.0
1057,Burnley,Wolves,2.53,3.49,2.8,D,1.2,2.2,1.6,1.0,6.0
1058,West Ham,Tottenham,3.3,4.16,2.01,D,2.0,2.4,2.2,1.6,6.0
1059,Arsenal,Luton,1.1,11.25,22.73,H,2.0,1.0,3.0,2.8,0.0
1060,Brentford,Brighton,2.39,3.79,2.78,D,1.4,2.4,2.2,1.6,0.0
1061,Man City,Aston Villa,1.3,6.08,9.06,H,2.2,0.4,0.8,1.4,0.0
1062,Liverpool,Sheffield United,1.08,12.59,25.43,H,1.4,1.0,1.8,2.8,3.0
1063,Chelsea,Man United,2.02,4.05,3.31,H,2.0,1.8,1.8,2.0,3.0
1064,Crystal Palace,Man City,10.3,5.59,1.31,A,2.2,1.4,1.0,2.2,1.0
1065,Aston Villa,Brentford,1.7,4.2,4.68,D,1.2,2.2,1.8,1.6,1.0
